row;subject_id;trial_index;trial_type;rt;key_press;musical_type;stimulus;options;responses
6339;5846451a89af6500017f4bd9;12;audio-keyboard-response;NULL;NULL;NULL;Basement;NULL;NULL
6340;5846451a89af6500017f4bd9;13;survey-multi-select;19397;NULL;Icon2;Basement;"[" Bird"," Needle"," Angel"," Cradle"," Blue"," Rushed"," Departure"," Quarrel"," Devotion"," Hero"," Ocean"," Wideness"," Toxin"," Sigh"," Mockery"," None of the above"]";"{"Q0":[" None of the above"]}"
6341;5846451a89af6500017f4bd9;14;audio-keyboard-response;NULL;NULL;NULL;Mockery;NULL;NULL
6342;5846451a89af6500017f4bd9;15;survey-multi-select;20707;NULL;Icon1;Mockery;"[" Angel"," Peaceful"," Rushed"," Blossom"," Hero"," Quarrel"," Needle"," Mischeif"," Strength"," Ocean"," River"," Devotion"," Bird"," Toxin"," Circle"," None of the above"]";"{"Q0":[" Mischeif"]}"
6343;5846451a89af6500017f4bd9;16;audio-keyboard-response;NULL;NULL;NULL;Narrowness;NULL;NULL
6344;5846451a89af6500017f4bd9;17;survey-multi-select;28875;NULL;Icon2;Narrowness;"[" Staircase"," Strength"," Red"," Narrowness"," Rushed"," Cradle"," Angel"," Mockery"," Circle"," Celebration"," Hero"," Wideness"," Bird"," River"," Blossom"," None of the above"]";"{"Q0":[" None of the above"]}"
6345;5846451a89af6500017f4bd9;18;audio-keyboard-response;NULL;NULL;NULL;Hero;NULL;NULL
6346;5846451a89af6500017f4bd9;19;survey-multi-select;19401;NULL;Ind;Hero;"[" Red"," Devotion"," Toxin"," Quarrel"," River"," Arrival"," Rushed"," Jungle"," Circle"," Strength"," Needle"," Angel"," Blossom"," Sigh"," Ocean"," None of the above"]";"{"Q0":[" Arrival"," Strength"]}"
6347;5846451a89af6500017f4bd9;20;audio-keyboard-response;NULL;NULL;NULL;"Musical Clock";NULL;NULL
6348;5846451a89af6500017f4bd9;21;survey-multi-select;13457;NULL;Icon1;"Musical Clock";"[" Wideness"," Blossom"," Strength"," Devotion"," Blue"," Arrival"," Mockery"," River"," Toxin"," Ocean"," Bird"," Hero"," Basement"," Peaceful"," Staircase"," None of the above"]";"{"Q0":[" Ocean"," Bird"]}"
6349;5846451a89af6500017f4bd9;22;audio-keyboard-response;NULL;NULL;NULL;Rushed;NULL;NULL
6350;5846451a89af6500017f4bd9;23;survey-multi-select;16775;NULL;Icon2;Rushed;"[" Blossom"," Arrival"," Toxin"," Devotion"," Quarrel"," Departure"," Rushed"," Needle"," Hero"," Peaceful"," Celebration"," River"," Basement"," Sigh"," Staircase"," None of the above"]";"{"Q0":[" Arrival"," Departure"," Rushed"]}"
6351;5846451a89af6500017f4bd9;24;audio-keyboard-response;NULL;NULL;NULL;Arrival;NULL;NULL
6352;5846451a89af6500017f4bd9;25;survey-multi-select;29487;NULL;Icon1;Arrival;"[" Devotion"," Wideness"," Basement"," Celebration"," Mischeif"," Blossom"," Departure"," Jungle"," Bird"," Peaceful"," Angel"," Arrival"," Circle"," Fight"," Mockery"," None of the above"]";"{"Q0":[" Arrival"]}"
6353;5846451a89af6500017f4bd9;26;audio-keyboard-response;NULL;NULL;NULL;Quarrel;NULL;NULL
6354;5846451a89af6500017f4bd9;27;survey-multi-select;17076;NULL;Icon1;Quarrel;"[" Fight"," Quarrel"," Peaceful"," Departure"," Red"," Blue"," Mischeif"," Cradle"," Angel"," River"," Strength"," Wideness"," Ocean"," Sigh"," Needle"," None of the above"]";"{"Q0":[" Fight"," Quarrel"," Mischeif"]}"
6355;5846451a89af6500017f4bd9;28;audio-keyboard-response;NULL;NULL;NULL;Cradle;NULL;NULL
6356;5846451a89af6500017f4bd9;29;survey-multi-select;13366;NULL;Ind;Cradle;"[" Wideness"," Narrowness"," Ocean"," Blue"," Fight"," Bird"," Needle"," Quarrel"," Toxin"," Hero"," Arrival"," Jungle"," Peaceful"," Angel"," Departure"," None of the above"]";"{"Q0":[" Bird"," Peaceful"," Angel"]}"
6357;5846451a89af6500017f4bd9;30;audio-keyboard-response;NULL;NULL;NULL;Ocean;NULL;NULL
6358;5846451a89af6500017f4bd9;31;survey-multi-select;12527;NULL;Icon1;Ocean;"[" Sigh"," Strength"," Bird"," Toxin"," Basement"," Departure"," Narrowness"," Ocean"," Mischeif"," Staircase"," Devotion"," Cradle"," Blossom"," Jungle"," Wideness"," None of the above"]";"{"Q0":[" Bird"," Blossom"]}"
6359;5846451a89af6500017f4bd9;32;audio-keyboard-response;NULL;NULL;NULL;Devotion;NULL;NULL
6360;5846451a89af6500017f4bd9;33;survey-multi-select;15802;NULL;Ind;Devotion;"[" River"," Bird"," Jungle"," Cradle"," Blossom"," Fight"," Peaceful"," Circle"," Wideness"," Narrowness"," Strength"," Toxin"," Arrival"," Sigh"," Quarrel"," None of the above"]";"{"Q0":[" Strength"," Arrival"]}"
6361;5846451a89af6500017f4bd9;34;audio-keyboard-response;NULL;NULL;NULL;Blossom;NULL;NULL
6362;5846451a89af6500017f4bd9;35;survey-multi-select;21661;NULL;Icon2;Blossom;"[" Sigh"," Red"," Mischeif"," Bird"," Circle"," Staircase"," River"," Blue"," Cradle"," Angel"," Wideness"," Blossom"," Ocean"," Arrival"," Celebration"," None of the above"]";"{"Q0":[" Bird"," Wideness"," Blossom"," Celebration"]}"
6363;5846451a89af6500017f4bd9;36;audio-keyboard-response;NULL;NULL;NULL;River;NULL;NULL
6364;5846451a89af6500017f4bd9;37;survey-multi-select;19425;NULL;Icon2;River;"[" Circle"," Red"," Staircase"," Ocean"," Cradle"," Angel"," Toxin"," Mischeif"," Devotion"," Wideness"," Arrival"," Narrowness"," Basement"," Sigh"," Bird"," None of the above"]";"{"Q0":[" None of the above"]}"
6365;5846451a89af6500017f4bd9;38;audio-keyboard-response;NULL;NULL;NULL;Sigh;NULL;NULL
6366;5846451a89af6500017f4bd9;39;survey-multi-select;16328;NULL;Icon1;Sigh;"[" Circle"," Basement"," Needle"," Peaceful"," Toxin"," Strength"," Jungle"," Arrival"," Wideness"," Quarrel"," Rushed"," Narrowness"," Cradle"," Sigh"," Mischeif"," None of the above"]";"{"Q0":[" Peaceful"]}"
6367;5846451a89af6500017f4bd9;40;audio-keyboard-response;NULL;NULL;NULL;Jungle;NULL;NULL
6368;5846451a89af6500017f4bd9;41;survey-multi-select;31380;NULL;Icon1;Jungle;"[" Departure"," Wideness"," Toxin"," Circle"," Peaceful"," River"," Cradle"," Devotion"," Narrowness"," Jungle"," Celebration"," Strength"," Quarrel"," Arrival"," Mischeif"," None of the above"]";"{"Q0":[" None of the above"]}"
6369;5846451a89af6500017f4bd9;42;audio-keyboard-response;NULL;NULL;NULL;Circle;NULL;NULL
6370;5846451a89af6500017f4bd9;43;survey-multi-select;16014;NULL;Icon2;Circle;"[" Peaceful"," Sigh"," Blue"," Basement"," Strength"," Mockery"," Devotion"," Hero"," Circle"," Ocean"," Mischeif"," Needle"," Blossom"," Celebration"," Staircase"," None of the above"]";"{"Q0":[" Peaceful"," Blue"]}"
6371;5846451a89af6500017f4bd9;44;audio-keyboard-response;NULL;NULL;NULL;Peaceful;NULL;NULL
6372;5846451a89af6500017f4bd9;45;survey-multi-select;17415;NULL;Ind;Peaceful;"[" Mockery"," Quarrel"," Strength"," Sigh"," Hero"," River"," Wideness"," Blue"," Cradle"," Ocean"," Needle"," Toxin"," Red"," Angel"," Bird"," None of the above"]";"{"Q0":[" River"," Ocean"," Angel"," Bird"]}"
6373;5846451a89af6500017f4bd9;46;audio-keyboard-response;NULL;NULL;NULL;Fight;NULL;NULL
6374;5846451a89af6500017f4bd9;47;survey-multi-select;17565;NULL;Icon1;Fight;"[" Sigh"," Peaceful"," Blossom"," Circle"," Arrival"," Mockery"," Angel"," Wideness"," Departure"," Narrowness"," Cradle"," Staircase"," River"," Mischeif"," Fight"," None of the above"]";"{"Q0":[" Mockery"," Mischeif"," Fight"]}"
6375;5846451a89af6500017f4bd9;48;audio-keyboard-response;NULL;NULL;NULL;Staircase;NULL;NULL
6376;5846451a89af6500017f4bd9;49;survey-multi-select;21250;NULL;Icon2;Staircase;"[" Celebration"," Circle"," Blue"," Fight"," Sigh"," Ocean"," Wideness"," Quarrel"," Blossom"," Narrowness"," Arrival"," Bird"," Devotion"," Strength"," Jungle"," None of the above"]";"{"Q0":[" Fight"]}"
6377;5846451a89af6500017f4bd9;50;audio-keyboard-response;NULL;NULL;NULL;Celebration;NULL;NULL
6378;5846451a89af6500017f4bd9;51;survey-multi-select;23406;NULL;Icon1;Celebration;"[" Needle"," Devotion"," Sigh"," Quarrel"," Departure"," Red"," Wideness"," Narrowness"," Jungle"," Peaceful"," River"," Fight"," Mischeif"," Staircase"," Blue"," None of the above"]";"{"Q0":[" Quarrel"," Fight"," Mischeif"]}"
6379;5846451a89af6500017f4bd9;52;audio-keyboard-response;NULL;NULL;NULL;Blue;NULL;NULL
6380;5846451a89af6500017f4bd9;53;survey-multi-select;16801;NULL;Ind;Blue;"[" Red"," Hero"," Ocean"," Mischeif"," Cradle"," Jungle"," Quarrel"," Narrowness"," Basement"," Circle"," Staircase"," Toxin"," Sigh"," Blue"," Bird"," None of the above"]";"{"Q0":[" Basement"]}"
6381;5846451a89af6500017f4bd9;54;audio-keyboard-response;NULL;NULL;NULL;Strength;NULL;NULL
6382;5846451a89af6500017f4bd9;55;survey-multi-select;12815;NULL;Ind;Strength;"[" Mischeif"," Jungle"," Needle"," Celebration"," Rushed"," Blue"," Wideness"," Narrowness"," Circle"," River"," Arrival"," Blossom"," Quarrel"," Basement"," Peaceful"," None of the above"]";"{"Q0":[" Celebration"," Arrival"]}"
6383;5846451a89af6500017f4bd9;56;audio-keyboard-response;NULL;NULL;NULL;Needle;NULL;NULL
6384;5846451a89af6500017f4bd9;57;survey-multi-select;14828;NULL;Icon2;Needle;"[" Mockery"," Sigh"," Wideness"," Devotion"," Hero"," Cradle"," Arrival"," Angel"," Ocean"," Strength"," Red"," Departure"," Quarrel"," Fight"," Circle"," None of the above"]";"{"Q0":[" Fight"]}"
6385;5846451a89af6500017f4bd9;58;audio-keyboard-response;NULL;NULL;NULL;Red;NULL;NULL
6386;5846451a89af6500017f4bd9;59;survey-multi-select;37315;NULL;Ind;Red;"[" Celebration"," Sigh"," Circle"," Narrowness"," Rushed"," Mischeif"," Ocean"," Arrival"," Toxin"," Departure"," Blue"," Quarrel"," Devotion"," Peaceful"," Cradle"," None of the above"]";"{"Q0":[" Toxin"," Quarrel"]}"
6387;5846451a89af6500017f4bd9;60;audio-keyboard-response;NULL;NULL;NULL;Bird;NULL;NULL
6388;5846451a89af6500017f4bd9;61;survey-multi-select;16468;NULL;Icon2;Bird;"[" Narrowness"," Angel"," Basement"," Needle"," Quarrel"," River"," Celebration"," Strength"," Mockery"," Blue"," Red"," Staircase"," Hero"," Peaceful"," Devotion"," None of the above"]";"{"Q0":[" Narrowness"," Strength"]}"
6389;5846451a89af6500017f4bd9;62;audio-keyboard-response;NULL;NULL;NULL;Toxin;NULL;NULL
6390;5846451a89af6500017f4bd9;63;survey-multi-select;15845;NULL;Ind;Toxin;"[" River"," Needle"," Wideness"," Fight"," Mischeif"," Arrival"," Ocean"," Circle"," Mockery"," Devotion"," Toxin"," Cradle"," Rushed"," Basement"," Peaceful"," None of the above"]";"{"Q0":[" Fight"," Mischeif"]}"
6391;5846451a89af6500017f4bd9;64;audio-keyboard-response;NULL;NULL;NULL;Wideness;NULL;NULL
6392;5846451a89af6500017f4bd9;65;survey-multi-select;16441;NULL;Icon2;Wideness;"[" Peaceful"," Staircase"," Cradle"," Basement"," Blue"," Devotion"," Hero"," Needle"," Red"," Toxin"," Quarrel"," Angel"," Departure"," Rushed"," Celebration"," None of the above"]";"{"Q0":[" Peaceful"," Hero"," Celebration"]}"
6393;5846451a89af6500017f4bd9;66;html-keyboard-response;6437;32;NULL;"Thank you for completing the main part of the experiment. We have one final question for you before you are finished. <br> Press the spacebar to continue.";NULL;NULL
6394;5846451a89af6500017f4bd9;67;survey-multi-choice;5069;NULL;NULL;NULL;NULL;"{"Q0":"No"}"
6395;55bd2247fdf99b3bffb3e13f;0;html-keyboard-response;8080;32;NULL;"This experiment is being conducted at Vassar College.  It consists of several tasks, each of which involves viewing various items and making simple judgments about them. The study takes approximately 15 minutes to complete. Participation poses minimal ris";NULL;NULL
6396;55bd2247fdf99b3bffb3e13f;1;html-keyboard-response;7701;32;NULL;"Because this experiment features auditory stimuli, it is important to test that your speakers or headphones are working at a comfortable volume before you begin. When you are ready to start the experiment, click the spacebar to continue. In the following ";NULL;NULL
6397;55bd2247fdf99b3bffb3e13f;2;audio-keyboard-response;6139;75;NULL;MusicStimuli/K.mp3;NULL;NULL
6398;55bd2247fdf99b3bffb3e13f;3;html-keyboard-response;8702;32;NULL;"In this experiment you will hear brief music clips and be asked to make judgments about them. A short music clip will play, and then you will then be presented with a list of 15 words. Check off the words you thought of when you heard the music. Please ke";NULL;NULL
6399;55bd2247fdf99b3bffb3e13f;4;html-keyboard-response;4591;32;NULL;"Only click "None of the Above" if you believe none of the given words matched what you were thinking of when you listened to the music. In other words, if you click "None of the Above" there should be no other words checked off.<br><br> Press the spacebar";NULL;NULL
6400;55bd2247fdf99b3bffb3e13f;5;html-keyboard-response;750;32;NULL;"Now we will begin the experiment.<br><br> Press the spacebar continue.";NULL;NULL
6401;55bd2247fdf99b3bffb3e13f;6;audio-keyboard-response;NULL;NULL;NULL;Hero;NULL;NULL
6402;55bd2247fdf99b3bffb3e13f;7;survey-multi-select;11416;NULL;Ind;Hero;"[" Angel"," River"," Staircase"," Rushed"," Ocean"," Toxin"," Peaceful"," Cradle"," Fight"," Strength"," Needle"," Narrowness"," Blossom"," Hero"," Wideness"," None of the above"]";"{"Q0":[" Fight"," Strength"," Hero"]}"
6403;55bd2247fdf99b3bffb3e13f;8;audio-keyboard-response;NULL;NULL;NULL;"Musical Clock";NULL;NULL
6404;55bd2247fdf99b3bffb3e13f;9;survey-multi-select;16591;NULL;Icon1;"Musical Clock";"[" Strength"," Celebration"," Quarrel"," Cradle"," Bird"," Rushed"," Fight"," Peaceful"," Jungle"," Departure"," Toxin"," Arrival"," Red"," River"," Mischeif"," None of the above"]";"{"Q0":[" Peaceful"]}"
6405;55bd2247fdf99b3bffb3e13f;10;audio-keyboard-response;NULL;NULL;NULL;Celebration;NULL;NULL
6406;55bd2247fdf99b3bffb3e13f;11;survey-multi-select;11393;NULL;Icon1;Celebration;"[" Circle"," Strength"," Ocean"," Rushed"," Jungle"," Mockery"," River"," Mischeif"," Narrowness"," Devotion"," Wideness"," Quarrel"," Angel"," Blue"," Celebration"," None of the above"]";"{"Q0":[" Mockery"," Mischeif"," Celebration"]}"
6407;55bd2247fdf99b3bffb3e13f;12;audio-keyboard-response;NULL;NULL;NULL;Basement;NULL;NULL
6408;55bd2247fdf99b3bffb3e13f;13;survey-multi-select;15099;NULL;Icon2;Basement;"[" Fight"," Basement"," Arrival"," Strength"," Blossom"," Wideness"," Needle"," Devotion"," Quarrel"," Bird"," Circle"," Angel"," Ocean"," Toxin"," Blue"," None of the above"]";"{"Q0":[" None of the above"]}"
6409;55bd2247fdf99b3bffb3e13f;14;audio-keyboard-response;NULL;NULL;NULL;Rushed;NULL;NULL
6410;55bd2247fdf99b3bffb3e13f;15;survey-multi-select;8528;NULL;Icon2;Rushed;"[" Basement"," Red"," Angel"," Sigh"," Bird"," Mockery"," Blossom"," Jungle"," Cradle"," Departure"," River"," Quarrel"," Narrowness"," Needle"," Arrival"," None of the above"]";"{"Q0":[" Departure"]}"
6411;55bd2247fdf99b3bffb3e13f;16;audio-keyboard-response;NULL;NULL;NULL;Blue;NULL;NULL
6412;55bd2247fdf99b3bffb3e13f;17;survey-multi-select;17504;NULL;Ind;Blue;"[" Peaceful"," Staircase"," Sigh"," Mischeif"," Basement"," Celebration"," Departure"," Circle"," Blossom"," Mockery"," Wideness"," Bird"," Ocean"," Narrowness"," Needle"," None of the above"]";"{"Q0":[" None of the above"]}"
6413;55bd2247fdf99b3bffb3e13f;18;audio-keyboard-response;NULL;NULL;NULL;Mockery;NULL;NULL
6414;55bd2247fdf99b3bffb3e13f;19;survey-multi-select;5499;NULL;Icon1;Mockery;"[" Strength"," River"," Wideness"," Mischeif"," Mockery"," Toxin"," Blossom"," Jungle"," Blue"," Bird"," Angel"," Staircase"," Basement"," Red"," Fight"," None of the above"]";"{"Q0":[" Mischeif"," Mockery"]}"
6415;55bd2247fdf99b3bffb3e13f;20;audio-keyboard-response;NULL;NULL;NULL;Buzzsaw;NULL;NULL
6416;55bd2247fdf99b3bffb3e13f;21;survey-multi-select;10035;NULL;Icon1;Buzzsaw;"[" Angel"," Bird"," Staircase"," Blue"," River"," Cradle"," Wideness"," Devotion"," Sigh"," Departure"," Circle"," Blossom"," Narrowness"," Hero"," Needle"," None of the above"]";"{"Q0":[" Bird"]}"
6417;55bd2247fdf99b3bffb3e13f;22;audio-keyboard-response;NULL;NULL;NULL;Blossom;NULL;NULL
6418;55bd2247fdf99b3bffb3e13f;23;survey-multi-select;16115;NULL;Icon2;Blossom;"[" Ocean"," Narrowness"," Hero"," Strength"," Needle"," Red"," Peaceful"," Wideness"," Mischeif"," Angel"," Blossom"," Staircase"," River"," Circle"," Departure"," None of the above"]";"{"Q0":[" Narrowness"," Peaceful"]}"
6419;55bd2247fdf99b3bffb3e13f;24;audio-keyboard-response;NULL;NULL;NULL;Toxin;NULL;NULL
6420;55bd2247fdf99b3bffb3e13f;25;survey-multi-select;12562;NULL;Ind;Toxin;"[" Peaceful"," Celebration"," Blossom"," Red"," Narrowness"," Blue"," Toxin"," River"," Fight"," Hero"," Sigh"," Wideness"," Departure"," Ocean"," Cradle"," None of the above"]";"{"Q0":[" Narrowness"," Fight"]}"
6421;55bd2247fdf99b3bffb3e13f;26;audio-keyboard-response;NULL;NULL;NULL;Departure;NULL;NULL
6422;55bd2247fdf99b3bffb3e13f;27;survey-multi-select;9273;NULL;Ind;Departure;"[" Red"," Celebration"," Angel"," Fight"," Rushed"," Sigh"," Staircase"," Jungle"," Peaceful"," Ocean"," Blossom"," Basement"," Hero"," Mischeif"," Mockery"," None of the above"]";"{"Q0":[" Celebration"," Angel"," Peaceful"]}"
6423;55bd2247fdf99b3bffb3e13f;28;audio-keyboard-response;NULL;NULL;NULL;Staircase;NULL;NULL
6424;55bd2247fdf99b3bffb3e13f;29;survey-multi-select;18502;NULL;Icon2;Staircase;"[" Blue"," Toxin"," Quarrel"," Mockery"," Cradle"," Jungle"," Fight"," Hero"," Peaceful"," Angel"," Devotion"," Departure"," Staircase"," Celebration"," River"," None of the above"]";"{"Q0":[" Quarrel"," Fight"]}"
6425;55bd2247fdf99b3bffb3e13f;30;audio-keyboard-response;NULL;NULL;NULL;Devotion;NULL;NULL
6426;55bd2247fdf99b3bffb3e13f;31;survey-multi-select;8994;NULL;Ind;Devotion;"[" Ocean"," Staircase"," Fight"," Angel"," Circle"," Red"," Hero"," Bird"," Blue"," Jungle"," Rushed"," Narrowness"," Mockery"," Devotion"," Mischeif"," None of the above"]";"{"Q0":[" Hero"]}"
6427;55bd2247fdf99b3bffb3e13f;32;audio-keyboard-response;NULL;NULL;NULL;Jungle;NULL;NULL
6428;55bd2247fdf99b3bffb3e13f;33;survey-multi-select;10651;NULL;Icon1;Jungle;"[" Bird"," Wideness"," Needle"," River"," Toxin"," Ocean"," Narrowness"," Rushed"," Arrival"," Red"," Fight"," Basement"," Devotion"," Peaceful"," Cradle"," None of the above"]";"{"Q0":[" River"]}"
6429;55bd2247fdf99b3bffb3e13f;34;audio-keyboard-response;NULL;NULL;NULL;Circle;NULL;NULL
6430;55bd2247fdf99b3bffb3e13f;35;survey-multi-select;22840;NULL;Icon2;Circle;"[" Toxin"," Quarrel"," Hero"," Departure"," Wideness"," Strength"," Staircase"," Blossom"," River"," Needle"," Ocean"," Sigh"," Blue"," Bird"," Mockery"," None of the above"]";"{"Q0":[" None of the above"]}"
6431;55bd2247fdf99b3bffb3e13f;36;audio-keyboard-response;NULL;NULL;NULL;Sigh;NULL;NULL
6432;55bd2247fdf99b3bffb3e13f;37;survey-multi-select;5734;NULL;Icon1;Sigh;"[" Quarrel"," Staircase"," Basement"," Rushed"," Arrival"," Departure"," Mockery"," Ocean"," Peaceful"," Wideness"," River"," Sigh"," Blossom"," Needle"," Devotion"," None of the above"]";"{"Q0":[" Peaceful"," Sigh"]}"
6433;55bd2247fdf99b3bffb3e13f;38;audio-keyboard-response;NULL;NULL;NULL;Red;NULL;NULL
6434;55bd2247fdf99b3bffb3e13f;39;survey-multi-select;5791;NULL;Ind;Red;"[" Sigh"," Toxin"," Jungle"," Arrival"," Angel"," Wideness"," Departure"," Hero"," Circle"," Strength"," Quarrel"," Rushed"," Basement"," Bird"," Needle"," None of the above"]";"{"Q0":[" Quarrel"," Rushed"]}"
6435;55bd2247fdf99b3bffb3e13f;40;audio-keyboard-response;NULL;NULL;NULL;Peaceful;NULL;NULL
6436;55bd2247fdf99b3bffb3e13f;41;survey-multi-select;18435;NULL;Ind;Peaceful;"[" Quarrel"," Blue"," Narrowness"," Angel"," River"," Fight"," Peaceful"," Strength"," Basement"," Mischeif"," Circle"," Celebration"," Sigh"," Bird"," Jungle"," None of the above"]";"{"Q0":[" Peaceful"," Strength"," Celebration"]}"
6437;55bd2247fdf99b3bffb3e13f;42;audio-keyboard-response;NULL;NULL;NULL;Wideness;NULL;NULL
6438;55bd2247fdf99b3bffb3e13f;43;survey-multi-select;7093;NULL;Icon2;Wideness;"[" Basement"," Circle"," Celebration"," Narrowness"," River"," Departure"," Staircase"," Devotion"," Hero"," Jungle"," Peaceful"," Arrival"," Needle"," Quarrel"," Angel"," None of the above"]";"{"Q0":[" None of the above"]}"
6439;55bd2247fdf99b3bffb3e13f;44;audio-keyboard-response;NULL;NULL;NULL;Quarrel;NULL;NULL
6440;55bd2247fdf99b3bffb3e13f;45;survey-multi-select;12126;NULL;Icon1;Quarrel;"[" Sigh"," Hero"," Departure"," Blue"," Quarrel"," Wideness"," Celebration"," Narrowness"," Mischeif"," Cradle"," Angel"," Strength"," Blossom"," Peaceful"," River"," None of the above"]";"{"Q0":[" Mischeif"]}"
6441;55bd2247fdf99b3bffb3e13f;46;audio-keyboard-response;NULL;NULL;NULL;River;NULL;NULL
6442;55bd2247fdf99b3bffb3e13f;47;survey-multi-select;6742;NULL;Icon2;River;"[" Toxin"," Devotion"," Departure"," Staircase"," Mockery"," Needle"," Strength"," Mischeif"," Narrowness"," Cradle"," Arrival"," Peaceful"," Quarrel"," Sigh"," Wideness"," None of the above"]";"{"Q0":[" Strength"," Narrowness"]}"
6443;55bd2247fdf99b3bffb3e13f;48;audio-keyboard-response;NULL;NULL;NULL;Ocean;NULL;NULL
6444;55bd2247fdf99b3bffb3e13f;49;survey-multi-select;13849;NULL;Icon1;Ocean;"[" Bird"," Rushed"," Blossom"," Needle"," River"," Red"," Wideness"," Sigh"," Basement"," Blue"," Departure"," Peaceful"," Ocean"," Mockery"," Jungle"," None of the above"]";"{"Q0":[" Jungle"]}"
6445;55bd2247fdf99b3bffb3e13f;50;audio-keyboard-response;NULL;NULL;NULL;Mischief;NULL;NULL
6446;55bd2247fdf99b3bffb3e13f;51;survey-multi-select;10804;NULL;Ind;Mischief;"[" Departure"," Blossom"," Staircase"," Basement"," Cradle"," Red"," Fight"," Strength"," River"," Arrival"," Needle"," Sigh"," Jungle"," Narrowness"," Celebration"," None of the above"]";"{"Q0":[" Strength"," Arrival"]}"
6447;55bd2247fdf99b3bffb3e13f;52;audio-keyboard-response;NULL;NULL;NULL;Arrival;NULL;NULL
6448;55bd2247fdf99b3bffb3e13f;53;survey-multi-select;7201;NULL;Icon1;Arrival;"[" Toxin"," Hero"," Needle"," Blue"," Departure"," Strength"," Rushed"," Wideness"," Blossom"," Cradle"," Peaceful"," Arrival"," Fight"," Sigh"," Red"," None of the above"]";"{"Q0":[" Arrival"]}"
6449;55bd2247fdf99b3bffb3e13f;54;audio-keyboard-response;NULL;NULL;NULL;Cradle;NULL;NULL
6450;55bd2247fdf99b3bffb3e13f;55;survey-multi-select;11310;NULL;Ind;Cradle;"[" Departure"," Mischeif"," Needle"," Red"," Fight"," Mockery"," Staircase"," Blossom"," Hero"," Jungle"," Arrival"," Strength"," Cradle"," Celebration"," Peaceful"," None of the above"]";"{"Q0":[" Peaceful"]}"
6451;55bd2247fdf99b3bffb3e13f;56;audio-keyboard-response;NULL;NULL;NULL;Needle;NULL;NULL
6452;55bd2247fdf99b3bffb3e13f;57;survey-multi-select;9083;NULL;Icon2;Needle;"[" Needle"," Wideness"," Fight"," Bird"," Blossom"," Ocean"," Blue"," Cradle"," Jungle"," Strength"," Red"," Celebration"," Basement"," Quarrel"," Mockery"," None of the above"]";"{"Q0":[" Needle"," Quarrel"]}"
6453;55bd2247fdf99b3bffb3e13f;58;audio-keyboard-response;NULL;NULL;NULL;Strength;NULL;NULL
6454;55bd2247fdf99b3bffb3e13f;59;survey-multi-select;7720;NULL;Ind;Strength;"[" Ocean"," Quarrel"," Jungle"," River"," Angel"," Cradle"," Strength"," Departure"," Blossom"," Staircase"," Bird"," Blue"," Peaceful"," Arrival"," Mischeif"," None of the above"]";"{"Q0":[" Strength"]}"
6455;55bd2247fdf99b3bffb3e13f;60;audio-keyboard-response;NULL;NULL;NULL;Fight;NULL;NULL
6456;55bd2247fdf99b3bffb3e13f;61;survey-multi-select;7753;NULL;Icon1;Fight;"[" Mockery"," Peaceful"," Hero"," Angel"," Wideness"," Ocean"," Narrowness"," Toxin"," Cradle"," Blue"," Needle"," Sigh"," Arrival"," River"," Circle"," None of the above"]";"{"Q0":[" None of the above"]}"
6457;55bd2247fdf99b3bffb3e13f;62;audio-keyboard-response;NULL;NULL;NULL;Narrowness;NULL;NULL
6458;55bd2247fdf99b3bffb3e13f;63;survey-multi-select;6639;NULL;Icon2;Narrowness;"[" Narrowness"," Jungle"," Bird"," Needle"," Rushed"," Staircase"," Toxin"," Basement"," Angel"," Celebration"," Peaceful"," Hero"," Strength"," Departure"," Red"," None of the above"]";"{"Q0":[" None of the above"]}"
6459;55bd2247fdf99b3bffb3e13f;64;audio-keyboard-response;NULL;NULL;NULL;Bird;NULL;NULL
6460;55bd2247fdf99b3bffb3e13f;65;survey-multi-select;10381;NULL;Icon2;Bird;"[" Toxin"," Celebration"," Staircase"," Strength"," Narrowness"," Fight"," Red"," Devotion"," Rushed"," Peaceful"," Jungle"," Wideness"," Circle"," Arrival"," Bird"," None of the above"]";"{"Q0":[" Rushed"]}"
6461;55bd2247fdf99b3bffb3e13f;66;html-keyboard-response;1853;32;NULL;"Thank you for completing the main part of the experiment. We have one final question for you before you are finished. <br> Press the spacebar to continue.";NULL;NULL
6462;55bd2247fdf99b3bffb3e13f;67;survey-multi-choice;2234;NULL;NULL;NULL;NULL;"{"Q0":"No"}"
6463;5aa718136219a30001c763d2;0;html-keyboard-response;11392;32;NULL;"This experiment is being conducted at Vassar College.  It consists of several tasks, each of which involves viewing various items and making simple judgments about them. The study takes approximately 15 minutes to complete. Participation poses minimal ris";NULL;NULL
6464;5aa718136219a30001c763d2;1;html-keyboard-response;3688;32;NULL;"Because this experiment features auditory stimuli, it is important to test that your speakers or headphones are working at a comfortable volume before you begin. When you are ready to start the experiment, click the spacebar to continue. In the following ";NULL;NULL
6465;5aa718136219a30001c763d2;2;audio-keyboard-response;3520;75;NULL;MusicStimuli/K.mp3;NULL;NULL
6466;5aa718136219a30001c763d2;3;html-keyboard-response;13631;32;NULL;"In this experiment you will hear brief music clips and be asked to make judgments about them. A short music clip will play, and then you will then be presented with a list of 15 words. Check off the words you thought of when you heard the music. Please ke";NULL;NULL
